Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
ES/SP_14021006_30_I,20,2013-01-01 09:00:00,2013-01-31 09:00:00,0.77,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-02-01 09:00:00,2013-02-28 09:00:00,1.1,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-03-01 09:00:00,2013-03-31 09:00:00,0.53,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-04-01 09:00:00,2013-04-30 09:00:00,0.48000000000000004,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-05-01 09:00:00,2013-05-31 09:00:00,0.16,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-06-01 09:00:00,2013-06-30 09:00:00,0.13,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-07-01 09:00:00,2013-07-31 09:00:00,0.68,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-08-01 09:00:00,2013-08-31 09:00:00,0.36000000000000004,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-09-01 09:00:00,2013-09-30 09:00:00,0.16,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-10-01 09:00:00,2013-10-31 09:00:00,0.32,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-11-01 09:00:00,2013-11-30 09:00:00,0.7400000000000001,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2013-12-01 09:00:00,2013-12-31 09:00:00,0.5700000000000001,ug.m-3,var,1,1,2016-12-16 14:12:00,,03dc6ef2-b725-4933-afe9-26b4c0e79522
ES/SP_14021006_30_I,20,2014-01-01 09:00:00,2014-01-31 09:00:00,1.2000000000000002,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-02-01 09:00:00,2014-02-28 09:00:00,0.47000000000000003,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-03-01 09:00:00,2014-03-31 09:00:00,0.42000000000000004,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-04-01 09:00:00,2014-04-30 09:00:00,0.34,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-05-01 09:00:00,2014-05-31 09:00:00,0.12000000000000001,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-06-01 09:00:00,2014-06-30 09:00:00,0.62,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-07-01 09:00:00,2014-07-31 09:00:00,0.30000000000000004,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-08-01 09:00:00,2014-08-31 09:00:00,0.094,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-09-01 09:00:00,2014-09-30 09:00:00,0.27,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-10-01 09:00:00,2014-10-31 09:00:00,0.42000000000000004,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-11-01 09:00:00,2014-11-30 09:00:00,0.51,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2014-12-01 09:00:00,2014-12-31 09:00:00,1.1,ug.m-3,var,1,1,2016-12-16 13:54:00,,0c1b5aa5-596d-4ab9-92d1-62d9e73f322b
ES/SP_14021006_30_I,20,2015-01-01 09:00:00,2015-01-31 09:00:00,0.76,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-02-01 09:00:00,2015-02-28 09:00:00,0.64,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-03-01 09:00:00,2015-03-31 09:00:00,0.39,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-04-01 09:00:00,2015-04-30 09:00:00,0.5700000000000001,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-05-01 09:00:00,2015-05-31 09:00:00,0.29000000000000004,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-06-01 09:00:00,2015-06-30 09:00:00,0.11000000000000001,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-07-01 09:00:00,2015-07-31 09:00:00,0.12000000000000001,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-08-01 09:00:00,2015-08-31 09:00:00,0.31,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-09-01 09:00:00,2015-09-30 09:00:00,0.30000000000000004,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-10-01 09:00:00,2015-10-31 09:00:00,0.31,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-11-01 09:00:00,2015-11-30 09:00:00,0.63,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
ES/SP_14021006_30_I,20,2015-12-01 09:00:00,2015-12-31 09:00:00,0.5,ug.m-3,var,1,1,2016-11-22 11:07:00,,607a866f-7ad7-41bc-b6e7-c7be33a968bd
